Topic,TimeQueried,Video_Title,Video_ID,Published_AT,Duration,ViewCount,LikeCount,DislikeCount,favoriteCount,Definition,Caption,Zscore_Trend,Score
Artificial Intelligence,2020-08-22 0:45:34,THE WORLD&#39;S FIRST ARTIFICIAL INTELLIGENCE SKATEBOARD!,MDw5wh9baJw,2018-09-06T17:00:04Z,743,946500,15531,503,0,hd,False,1,1.023962762
Artificial Intelligence,2020-08-22 0:45:34,Is Brian Cox Scared of Artificial Intelligence? | Joe Rogan,kc-e7H0eSWU,2019-01-28T22:47:28Z,530,791525,10041,218,0,hd,False,1,1.022279092
Artificial Intelligence,2020-08-22 0:45:34,Artificial Intelligence helps write code in Python [TabNine],lssDX_zOwOo,2019-07-18T05:48:23Z,28,939137,260,91,0,hd,False,1,1.021210108
Artificial Intelligence,2020-08-22 0:45:34,"Michio Kaku: Future of Humans, Aliens, Space Travel &amp; Physics | Lex Fridman Podcast #45",kD5yc1LQrpQ,2019-10-22T14:27:19Z,3660,1229534,24591,1405,0,hd,False,1,1.01781785
Artificial Intelligence,2020-08-22 0:45:34,Artificial Intelligence Controls My Life 2,8qd8XwbhKRI,2019-12-04T08:50:35Z,305,289696,15145,83,0,hd,False,1,1.016891182
Artificial Intelligence,2020-08-22 0:45:34,Mr Shadow: a song composed by Artificial Intelligence,lcGYEXJqun8,2016-09-19T11:05:53Z,183,728831,6464,272,0,hd,False,1,1.0167945409999999
Artificial Intelligence,2020-08-22 0:45:34,Mengukur Emosi Jokowi dengan Artificial Intelligence | Buka Mata,zw0wFK9m0tg,2020-07-28T02:00:49Z,587,431539,17488,373,0,hd,False,1,1.015724915
Artificial Intelligence,2020-08-22 0:45:34,Gwyn&#39;s Theme extended using Artificial Intelligence,zDFpDYV9yK8,2020-06-13T23:17:38Z,287,241570,15206,123,0,hd,False,1,1.0148688479999999
Artificial Intelligence,2020-08-22 0:45:34,Using Artificial Intelligence To Make Memes #CONTENT,GVyoMXFStPw,2020-05-01T17:37:19Z,424,182509,14581,52,0,hd,False,1,1.014518136
Artificial Intelligence,2020-08-22 18:04:41,Artificial Intelligence Tutorial | Artificial Intelligence Course | Intellipaat,W7N6LPp0SmY,2019-06-19T14:38:16Z,21255,463772,15013,438,0,hd,True,0,1.013170326
Artificial Intelligence,2020-08-22 0:45:34,MKBHD &amp; Neil Tyson — Artificial Intelligence vs. Machine Learning,y9U10qdDQqk,2018-04-03T15:02:37Z,447,338512,12216,207,0,hd,False,1,1.013083555
Artificial Intelligence,2020-08-22 0:45:34,What is Artificial intelligence (Ai) | Introduction to Ai | (Eng-Hindi) | #1,J7LqgglEfQw,2017-03-17T06:43:14Z,297,729230,5583,439,0,hd,False,1,1.012416709
Artificial Intelligence,2020-08-22 0:45:34,A* algorithm in artificial intelligence in hindi | a* algorithm in ai | a* algorithm with example,V1i7EcynYKk,2017-04-12T13:50:56Z,853,567604,5582,281,0,hd,False,1,1.0119630640000001
Artificial Intelligence,2020-08-22 0:45:34,Naruto - Artificial intelligence bomb,gyQ9UHPwW4g,2014-06-04T17:47:59Z,139,298327,6937,43,0,hd,False,1,1.011688341
Artificial Intelligence,2020-08-22 0:45:34,Artificial Intelligence,9TRv0cXUVQw,2015-08-17T14:35:19Z,451,392524,8080,188,0,hd,True,0,1.01165416
Artificial Intelligence,2020-08-22 0:45:34,"Quantum Supremacy &amp; AI, with Stephen Fry.",92Ntk4niqPo,2019-10-28T10:17:33Z,733,383741,13884,385,0,hd,False,1,1.011518275
Artificial Intelligence,2020-08-22 0:45:34,Joe Asks John Carmack &quot;How Close Are We to Artificial Intelligence?&quot;,CYPQeN72LuM,2019-08-29T03:06:42Z,366,464667,6284,222,0,hd,False,1,1.011288696
